Sayaç_Kodu,Sayaç_Seri_No,Dönem,Gün,Saat,Çekiş
2127570400.0,500279486,09/2025,11,15-16,0.001
2127570400.0,500279486,09/2025,12,15-16,0.0
2127570400.0,500279486,09/2025,13,15-16,0.0
2127570400.0,500279486,09/2025,14,15-16,0.0
2127570400.0,500279486,09/2025,15,15-16,0.0
2127570400.0,500279486,09/2025,16,15-16,0.0
2127570400.0,500279486,09/2025,17,15-16,0.0
2127570400.0,500279486,09/2025,18,15-16,0.001
2127570400.0,500279486,09/2025,19,15-16,0.001
2127570400.0,500279486,09/2025,20,15-16,0.001
2127570400.0,500279486,09/2025,21,15-16,0.001
2127570400.0,500279486,09/2025,22,15-16,0.0
2127570400.0,500279486,09/2025,23,15-16,0.0
2127570400.0,500279486,09/2025,24,15-16,0.0
2127570400.0,500279486,09/2025,25,15-16,0.001
2127570400.0,500279486,09/2025,26,15-16,0.001
2127570400.0,500279486,09/2025,27,15-16,0.001
2127570400.0,500279486,09/2025,28,15-16,0.0
2127570400.0,500279486,09/2025,29,15-16,0.0
2127570400.0,500279486,09/2025,30,15-16,0.001
2127570400.0,500279486,09/2025,1,16-17,0.0
2127570400.0,500279486,09/2025,2,16-17,0.0
2127570400.0,500279486,09/2025,3,16-17,0.0
2127570400.0,500279486,09/2025,4,16-17,0.0
2127570400.0,500279486,09/2025,5,16-17,0.0
2127570400.0,500279486,09/2025,6,16-17,0.001
2127570400.0,500279486,09/2025,7,16-17,0.0
2127570400.0,500279486,09/2025,8,16-17,0.001
2127570400.0,500279486,09/2025,9,16-17,0.0
2127570400.0,500279486,09/2025,10,16-17,0.001
2127570400.0,500279486,09/2025,11,16-17,0.0
2127570400.0,500279486,09/2025,12,16-17,0.001
2127570400.0,500279486,09/2025,13,16-17,0.001
2127570400.0,500279486,09/2025,14,16-17,0.001
2127570400.0,500279486,09/2025,15,16-17,0.001
2127570400.0,500279486,09/2025,16,16-17,0.001
2127570400.0,500279486,09/2025,17,16-17,0.001
2127570400.0,500279486,09/2025,18,16-17,0.0
2127570400.0,500279486,09/2025,19,16-17,0.0
2127570400.0,500279486,09/2025,20,16-17,0.0
2127570400.0,500279486,09/2025,21,16-17,0.0
2127570400.0,500279486,09/2025,22,16-17,0.001
2127570400.0,500279486,09/2025,23,16-17,0.001
2127570400.0,500279486,09/2025,24,16-17,0.001
2127570400.0,500279486,09/2025,25,16-17,0.0
2127570400.0,500279486,09/2025,26,16-17,0.0
2127570400.0,500279486,09/2025,27,16-17,0.0
2127570400.0,500279486,09/2025,28,16-17,0.001
2127570400.0,500279486,09/2025,29,16-17,0.001
2127570400.0,500279486,09/2025,30,16-17,0.0
2127570400.0,500279486,09/2025,1,17-18,0.001
2127570400.0,500279486,09/2025,2,17-18,0.001
2127570400.0,500279486,09/2025,3,17-18,0.001
2127570400.0,500279486,09/2025,4,17-18,0.001
2127570400.0,500279486,09/2025,5,17-18,0.001
2127570400.0,500279486,09/2025,6,17-18,0.0
2127570400.0,500279486,09/2025,7,17-18,0.001
2127570400.0,500279486,09/2025,8,17-18,0.0
2127570400.0,500279486,09/2025,9,17-18,0.001
2127570400.0,500279486,09/2025,10,17-18,0.0
2127570400.0,500279486,09/2025,11,17-18,0.0
2127570400.0,500279486,09/2025,12,17-18,0.0
2127570400.0,500279486,09/2025,13,17-18,0.0
2127570400.0,500279486,09/2025,14,17-18,0.0
2127570400.0,500279486,09/2025,15,17-18,0.0
2127570400.0,500279486,09/2025,16,17-18,0.0
2127570400.0,500279486,09/2025,17,17-18,0.0
2127570400.0,500279486,09/2025,18,17-18,0.001
2127570400.0,500279486,09/2025,19,17-18,0.001
2127570400.0,500279486,09/2025,20,17-18,0.0
2127570400.0,500279486,09/2025,21,17-18,0.001
2127570400.0,500279486,09/2025,22,17-18,0.0
2127570400.0,500279486,09/2025,23,17-18,0.0
2127570400.0,500279486,09/2025,24,17-18,0.0
2127570400.0,500279486,09/2025,25,17-18,0.001
2127570400.0,500279486,09/2025,26,17-18,0.001
2127570400.0,500279486,09/2025,27,17-18,0.001
2127570400.0,500279486,09/2025,28,17-18,0.0
2127570400.0,500279486,09/2025,29,17-18,0.0
2127570400.0,500279486,09/2025,30,17-18,0.001
2127570400.0,500279486,09/2025,1,18-19,0.0
2127570400.0,500279486,09/2025,2,18-19,0.0
2127570400.0,500279486,09/2025,3,18-19,0.0
2127570400.0,500279486,09/2025,4,18-19,0.0
2127570400.0,500279486,09/2025,5,18-19,0.0
2127570400.0,500279486,09/2025,6,18-19,0.001
2127570400.0,500279486,09/2025,7,18-19,0.0
2127570400.0,500279486,09/2025,8,18-19,0.001
2127570400.0,500279486,09/2025,9,18-19,0.0
2127570400.0,500279486,09/2025,10,18-19,0.001
2127570400.0,500279486,09/2025,11,18-19,0.078
2127570400.0,500279486,09/2025,12,18-19,0.285
2127570400.0,500279486,09/2025,13,18-19,0.403
2127570400.0,500279486,09/2025,14,18-19,0.643
2127570400.0,500279486,09/2025,15,18-19,0.887
2127570400.0,500279486,09/2025,16,18-19,1.018
2127570400.0,500279486,09/2025,17,18-19,1.279
2127570400.0,500279486,09/2025,18,18-19,1.521
2127570400.0,500279486,09/2025,19,18-19,1.753
2127570400.0,500279486,09/2025,20,18-19,1.865
2127570400.0,500279486,09/2025,21,18-19,2.089
2127570400.0,500279486,09/2025,22,18-19,2.372
2127570400.0,500279486,09/2025,23,18-19,2.492
2127570400.0,500279486,09/2025,24,18-19,2.704
2127570400.0,500279486,09/2025,25,18-19,2.936
2127570400.0,500279486,09/2025,26,18-19,3.066
2127570400.0,500279486,09/2025,27,18-19,3.306
2127570400.0,500279486,09/2025,28,18-19,3.56
2127570400.0,500279486,09/2025,29,18-19,3.76
2127570400.0,500279486,09/2025,30,18-19,3.935
2127570400.0,500279486,09/2025,1,19-20,5.103
2127570400.0,500279486,09/2025,2,19-20,5.358
2127570400.0,500279486,09/2025,3,19-20,5.626
2127570400.0,500279486,09/2025,4,19-20,5.632
2127570400.0,500279486,09/2025,5,19-20,5.985
2127570400.0,500279486,09/2025,6,19-20,6.213
2127570400.0,500279486,09/2025,7,19-20,6.326
2127570400.0,500279486,09/2025,8,19-20,6.572
2127570400.0,500279486,09/2025,9,19-20,6.834
2127570400.0,500279486,09/2025,10,19-20,6.927
2127570400.0,500279486,09/2025,11,19-20,7.049
2127570400.0,500279486,09/2025,12,19-20,7.194
2127570400.0,500279486,09/2025,13,19-20,7.157
2127570400.0,500279486,09/2025,14,19-20,7.191
2127570400.0,500279486,09/2025,15,19-20,7.221
2127570400.0,500279486,09/2025,16,19-20,7.253
2127570400.0,500279486,09/2025,17,19-20,7.358
2127570400.0,500279486,09/2025,18,19-20,7.302
2127570400.0,500279486,09/2025,19,19-20,7.278
2127570400.0,500279486,09/2025,20,19-20,7.192
2127570400.0,500279486,09/2025,21,19-20,7.228
2127570400.0,500279486,09/2025,22,19-20,7.299
2127570400.0,500279486,09/2025,23,19-20,7.227
2127570400.0,500279486,09/2025,24,19-20,7.235
2127570400.0,500279486,09/2025,25,19-20,7.157
2127570400.0,500279486,09/2025,26,19-20,7.222
2127570400.0,500279486,09/2025,27,19-20,7.174
2127570400.0,500279486,09/2025,28,19-20,7.185
2127570400.0,500279486,09/2025,29,19-20,7.173
2127570400.0,500279486,09/2025,30,19-20,7.273
2127570400.0,500279486,09/2025,1,20-21,7.137
2127570400.0,500279486,09/2025,2,20-21,7.197
2127570400.0,500279486,09/2025,3,20-21,7.155
2127570400.0,500279486,09/2025,4,20-21,7.081
2127570400.0,500279486,09/2025,5,20-21,7.194
2127570400.0,500279486,09/2025,6,20-21,7.197
2127570400.0,500279486,09/2025,7,20-21,7.22
2127570400.0,500279486,09/2025,8,20-21,7.224
2127570400.0,500279486,09/2025,9,20-21,7.222
2127570400.0,500279486,09/2025,10,20-21,7.181
2127570400.0,500279486,09/2025,11,20-21,7.164
2127570400.0,500279486,09/2025,12,20-21,7.211
2127570400.0,500279486,09/2025,13,20-21,7.219
2127570400.0,500279486,09/2025,14,20-21,7.142
2127570400.0,500279486,09/2025,15,20-21,7.206
2127570400.0,500279486,09/2025,16,20-21,7.111
2127570400.0,500279486,09/2025,17,20-21,7.39
2127570400.0,500279486,09/2025,18,20-21,7.358
2127570400.0,500279486,09/2025,19,20-21,7.323
2127570400.0,500279486,09/2025,20,20-21,7.279
2127570400.0,500279486,09/2025,21,20-21,7.305
2127570400.0,500279486,09/2025,22,20-21,7.307
2127570400.0,500279486,09/2025,23,20-21,7.298
2127570400.0,500279486,09/2025,24,20-21,7.192
2127570400.0,500279486,09/2025,25,20-21,7.191
2127570400.0,500279486,09/2025,26,20-21,7.245
2127570400.0,500279486,09/2025,27,20-21,7.288
2127570400.0,500279486,09/2025,28,20-21,7.216
2127570400.0,500279486,09/2025,29,20-21,7.308
2127570400.0,500279486,09/2025,30,20-21,7.352
2127570400.0,500279486,09/2025,1,21-22,7.196
2127570400.0,500279486,09/2025,2,21-22,7.233
2127570400.0,500279486,09/2025,3,21-22,7.167
2127570400.0,500279486,09/2025,4,21-22,7.124
2127570400.0,500279486,09/2025,5,21-22,7.233
2127570400.0,500279486,09/2025,6,21-22,7.248
2127570400.0,500279486,09/2025,7,21-22,7.243
2127570400.0,500279486,09/2025,8,21-22,7.272
2127570400.0,500279486,09/2025,9,21-22,7.18
2127570400.0,500279486,09/2025,10,21-22,7.059
2127570400.0,500279486,09/2025,11,21-22,7.249
2127570400.0,500279486,09/2025,12,21-22,7.244
2127570400.0,500279486,09/2025,13,21-22,7.274
2127570400.0,500279486,09/2025,14,21-22,7.16
2127570400.0,500279486,09/2025,15,21-22,7.257
2127570400.0,500279486,09/2025,16,21-22,7.159
2127570400.0,500279486,09/2025,17,21-22,7.251
2127570400.0,500279486,09/2025,18,21-22,7.373
2127570400.0,500279486,09/2025,19,21-22,7.374
2127570400.0,500279486,09/2025,20,21-22,7.349
2127570400.0,500279486,09/2025,21,21-22,7.322
2127570400.0,500279486,09/2025,22,21-22,7.301
2127570400.0,500279486,09/2025,23,21-22,7.364
2127570400.0,500279486,09/2025,24,21-22,7.246
2127570400.0,500279486,09/2025,25,21-22,7.219
2127570400.0,500279486,09/2025,26,21-22,7.258
2127570400.0,500279486,09/2025,27,21-22,7.342
2127570400.0,500279486,09/2025,28,21-22,7.266
2127570400.0,500279486,09/2025,29,21-22,7.339
2127570400.0,500279486,09/2025,30,21-22,7.386
2127570400.0,500279486,09/2025,1,22-23,7.242
2127570400.0,500279486,09/2025,2,22-23,7.282
2127570400.0,500279486,09/2025,3,22-23,7.218
2127570400.0,500279486,09/2025,4,22-23,7.192
2127570400.0,500279486,09/2025,5,22-23,7.238
2127570400.0,500279486,09/2025,6,22-23,7.321
2127570400.0,500279486,09/2025,7,22-23,7.317
2127570400.0,500279486,09/2025,8,22-23,7.307
2127570400.0,500279486,09/2025,9,22-23,7.246
2127570400.0,500279486,09/2025,10,22-23,7.208
2127570400.0,500279486,09/2025,11,22-23,7.269
2127570400.0,500279486,09/2025,12,22-23,7.295
2127570400.0,500279486,09/2025,13,22-23,7.315
2127570400.0,500279486,09/2025,14,22-23,7.254
2127570400.0,500279486,09/2025,15,22-23,7.291
2127570400.0,500279486,09/2025,16,22-23,7.284
2127570400.0,500279486,09/2025,17,22-23,7.345
2127570400.0,500279486,09/2025,18,22-23,7.445
2127570400.0,500279486,09/2025,19,22-23,7.408
2127570400.0,500279486,09/2025,20,22-23,7.402
2127570400.0,500279486,09/2025,21,22-23,7.372
2127570400.0,500279486,09/2025,22,22-23,7.317
2127570400.0,500279486,09/2025,23,22-23,7.402
2127570400.0,500279486,09/2025,24,22-23,7.319
2127570400.0,500279486,09/2025,25,22-23,7.223
2127570400.0,500279486,09/2025,26,22-23,7.338
2127570400.0,500279486,09/2025,27,22-23,7.368
2127570400.0,500279486,09/2025,28,22-23,7.348
2127570400.0,500279486,09/2025,29,22-23,7.392
2127570400.0,500279486,09/2025,30,22-23,7.381
2127570400.0,500279486,09/2025,1,23-24,7.224
2127570400.0,500279486,09/2025,2,23-24,7.313
2127570400.0,500279486,09/2025,3,23-24,7.275
2127570400.0,500279486,09/2025,4,23-24,7.218
2127570400.0,500279486,09/2025,5,23-24,7.276
2127570400.0,500279486,09/2025,6,23-24,7.35
2127570400.0,500279486,09/2025,7,23-24,7.395
2127570400.0,500279486,09/2025,8,23-24,7.313
2127570400.0,500279486,09/2025,9,23-24,7.319
2127570400.0,500279486,09/2025,10,23-24,7.271
2127570400.0,500279486,09/2025,11,23-24,7.319
2127570400.0,500279486,09/2025,12,23-24,7.3
2127570400.0,500279486,09/2025,13,23-24,7.371
2127570400.0,500279486,09/2025,14,23-24,7.267
2127570400.0,500279486,09/2025,15,23-24,7.378
2127570400.0,500279486,09/2025,16,23-24,7.348
2127570400.0,500279486,09/2025,17,23-24,7.45
2127570400.0,500279486,09/2025,18,23-24,7.44
2127570400.0,500279486,09/2025,19,23-24,7.363
2127570400.0,500279486,09/2025,20,23-24,7.468
2127570400.0,500279486,09/2025,21,23-24,7.422
2127570400.0,500279486,09/2025,22,23-24,7.412
2127570400.0,500279486,09/2025,23,23-24,7.438
2127570400.0,500279486,09/2025,24,23-24,7.386
2127570400.0,500279486,09/2025,25,23-24,7.349
2127570400.0,500279486,09/2025,26,23-24,7.315
2127570400.0,500279486,09/2025,27,23-24,7.342
2127570400.0,500279486,09/2025,28,23-24,7.402
2127570400.0,500279486,09/2025,29,23-24,7.409
2127570400.0,500279486,09/2025,30,23-24,7.416
2127570400.0,500279486,09/2025,1,23-24,79.118
2127570400.0,500279486,09/2025,2,23-24,80.55199999999998
2127570400.0,500279486,09/2025,3,23-24,78.93599999999999
2127570400.0,500279486,09/2025,4,23-24,78.657
2127570400.0,500279486,09/2025,5,23-24,80.859
2127570400.0,500279486,09/2025,6,23-24,81.51499999999999
2127570400.0,500279486,09/2025,7,23-24,81.69999999999997
2127570400.0,500279486,09/2025,8,23-24,82.314
2127570400.0,500279486,09/2025,9,23-24,82.45099999999998
2127570400.0,500279486,09/2025,10,23-24,82.213
2127570400.0,500279486,09/2025,11,23-24,83.157
2127570400.0,500279486,09/2025,12,23-24,83.36399999999998
2127570400.0,500279486,09/2025,13,23-24,83.98899999999998
2127570400.0,500279486,09/2025,14,23-24,84.017
2127570400.0,500279486,09/2025,15,23-24,85.164
2127570400.0,500279486,09/2025,16,23-24,84.964
2127570400.0,500279486,09/2025,17,23-24,86.09599999999999
2127570400.0,500279486,09/2025,18,23-24,86.58499999999998
2127570400.0,500279486,09/2025,19,23-24,87.615
2127570400.0,500279486,09/2025,20,23-24,87.021
2127570400.0,500279486,09/2025,21,23-24,87.02799999999998
2127570400.0,500279486,09/2025,22,23-24,87.88
2127570400.0,500279486,09/2025,23,23-24,87.672
2127570400.0,500279486,09/2025,24,23-24,87.86999999999998
2127570400.0,500279486,09/2025,25,23-24,87.86699999999999
2127570400.0,500279486,09/2025,26,23-24,88.21899999999998
2127570400.0,500279486,09/2025,27,23-24,89.05699999999997
2127570400.0,500279486,09/2025,28,23-24,89.338
2127570400.0,500279486,09/2025,29,23-24,87.38199999999999
2127570400.0,500279486,09/2025,30,23-24,90.30499999999998
2127570400.0,500279486,09/2025,31,23-24,0.0
2127570400.0,500279486,10/2025,1,00-01,7.347
2127570400.0,500279486,10/2025,2,00-01,6.68
2127570400.0,500279486,10/2025,3,00-01,6.471
2127570400.0,500279486,10/2025,4,00-01,6.411
2127570400.0,500279486,10/2025,5,00-01,6.457
2127570400.0,500279486,10/2025,6,00-01,6.197
2127570400.0,500279486,10/2025,7,00-01,6.724
2127570400.0,500279486,10/2025,8,00-01,6.616
2127570400.0,500279486,10/2025,9,00-01,6.608
2127570400.0,500279486,10/2025,10,00-01,6.631
2127570400.0,500279486,10/2025,11,00-01,6.665
2127570400.0,500279486,10/2025,12,00-01,6.714
2127570400.0,500279486,10/2025,13,00-01,6.732
2127570400.0,500279486,10/2025,14,00-01,6.621
2127570400.0,500279486,10/2025,15,00-01,6.655
2127570400.0,500279486,10/2025,16,00-01,6.656
2127570400.0,500279486,10/2025,17,00-01,5.776
2127570400.0,500279486,10/2025,18,00-01,6.671
2127570400.0,500279486,10/2025,19,00-01,6.616
2127570400.0,500279486,10/2025,20,00-01,6.777
2127570400.0,500279486,10/2025,21,00-01,6.653
2127570400.0,500279486,10/2025,22,00-01,6.692
2127570400.0,500279486,10/2025,23,00-01,6.7
2127570400.0,500279486,10/2025,24,00-01,6.602
2127570400.0,500279486,10/2025,25,00-01,6.551
2127570400.0,500279486,10/2025,26,00-01,6.639
2127570400.0,500279486,10/2025,27,00-01,6.665
2127570400.0,500279486,10/2025,28,00-01,6.648
2127570400.0,500279486,10/2025,29,00-01,6.633
2127570400.0,500279486,10/2025,30,00-01,6.679
2127570400.0,500279486,10/2025,31,00-01,6.698
2127570400.0,500279486,10/2025,1,01-02,7.42
2127570400.0,500279486,10/2025,2,01-02,6.728
2127570400.0,500279486,10/2025,3,01-02,6.537
2127570400.0,500279486,10/2025,4,01-02,6.513
2127570400.0,500279486,10/2025,5,01-02,6.753
2127570400.0,500279486,10/2025,6,01-02,6.279
2127570400.0,500279486,10/2025,7,01-02,6.816
2127570400.0,500279486,10/2025,8,01-02,6.708
2127570400.0,500279486,10/2025,9,01-02,6.687
2127570400.0,500279486,10/2025,10,01-02,6.682
2127570400.0,500279486,10/2025,11,01-02,6.797
2127570400.0,500279486,10/2025,12,01-02,6.794
2127570400.0,500279486,10/2025,13,01-02,6.824
2127570400.0,500279486,10/2025,14,01-02,6.662
2127570400.0,500279486,10/2025,15,01-02,6.708
2127570400.0,500279486,10/2025,16,01-02,6.762
2127570400.0,500279486,10/2025,17,01-02,5.803
2127570400.0,500279486,10/2025,18,01-02,6.673
2127570400.0,500279486,10/2025,19,01-02,6.72
2127570400.0,500279486,10/2025,20,01-02,6.814
2127570400.0,500279486,10/2025,21,01-02,6.752
2127570400.0,500279486,10/2025,22,01-02,6.767
2127570400.0,500279486,10/2025,23,01-02,6.747
2127570400.0,500279486,10/2025,24,01-02,6.674
2127570400.0,500279486,10/2025,25,01-02,6.638
2127570400.0,500279486,10/2025,26,01-02,6.763
2127570400.0,500279486,10/2025,27,01-02,6.676
2127570400.0,500279486,10/2025,28,01-02,6.714
2127570400.0,500279486,10/2025,29,01-02,6.686
2127570400.0,500279486,10/2025,30,01-02,6.75
2127570400.0,500279486,10/2025,31,01-02,6.775
2127570400.0,500279486,10/2025,1,02-03,7.502
2127570400.0,500279486,10/2025,2,02-03,6.776
2127570400.0,500279486,10/2025,3,02-03,5.311
2127570400.0,500279486,10/2025,4,02-03,6.468
2127570400.0,500279486,10/2025,5,02-03,6.804
2127570400.0,500279486,10/2025,6,02-03,6.338
2127570400.0,500279486,10/2025,7,02-03,6.747
2127570400.0,500279486,10/2025,8,02-03,6.781
2127570400.0,500279486,10/2025,9,02-03,6.734
2127570400.0,500279486,10/2025,10,02-03,6.744
2127570400.0,500279486,10/2025,11,02-03,6.826
2127570400.0,500279486,10/2025,12,02-03,6.845
2127570400.0,500279486,10/2025,13,02-03,6.907
2127570400.0,500279486,10/2025,14,02-03,6.713
2127570400.0,500279486,10/2025,15,02-03,6.743
2127570400.0,500279486,10/2025,16,02-03,6.729
2127570400.0,500279486,10/2025,17,02-03,5.842
2127570400.0,500279486,10/2025,18,02-03,6.753
2127570400.0,500279486,10/2025,19,02-03,6.725
2127570400.0,500279486,10/2025,20,02-03,6.773
2127570400.0,500279486,10/2025,21,02-03,6.787
2127570400.0,500279486,10/2025,22,02-03,6.79
2127570400.0,500279486,10/2025,23,02-03,6.802
2127570400.0,500279486,10/2025,24,02-03,6.74
2127570400.0,500279486,10/2025,25,02-03,6.725
2127570400.0,500279486,10/2025,26,02-03,6.842
2127570400.0,500279486,10/2025,27,02-03,6.739
2127570400.0,500279486,10/2025,28,02-03,6.807
2127570400.0,500279486,10/2025,29,02-03,6.726
2127570400.0,500279486,10/2025,30,02-03,6.837
2127570400.0,500279486,10/2025,31,02-03,6.731
2127570400.0,500279486,10/2025,1,03-04,7.541
2127570400.0,500279486,10/2025,2,03-04,6.835
2127570400.0,500279486,10/2025,3,03-04,5.401
2127570400.0,500279486,10/2025,4,03-04,6.496
2127570400.0,500279486,10/2025,5,03-04,6.718
2127570400.0,500279486,10/2025,6,03-04,6.369
2127570400.0,500279486,10/2025,7,03-04,6.763
2127570400.0,500279486,10/2025,8,03-04,6.795
2127570400.0,500279486,10/2025,9,03-04,6.759
2127570400.0,500279486,10/2025,10,03-04,6.775
2127570400.0,500279486,10/2025,11,03-04,6.847
2127570400.0,500279486,10/2025,12,03-04,6.895
2127570400.0,500279486,10/2025,13,03-04,6.882
2127570400.0,500279486,10/2025,14,03-04,6.734
2127570400.0,500279486,10/2025,15,03-04,6.704
2127570400.0,500279486,10/2025,16,03-04,6.734
2127570400.0,500279486,10/2025,17,03-04,5.819
2127570400.0,500279486,10/2025,18,03-04,6.809
2127570400.0,500279486,10/2025,19,03-04,6.746
2127570400.0,500279486,10/2025,20,03-04,6.758
2127570400.0,500279486,10/2025,21,03-04,6.792
2127570400.0,500279486,10/2025,22,03-04,6.777
2127570400.0,500279486,10/2025,23,03-04,6.706
2127570400.0,500279486,10/2025,24,03-04,6.781
2127570400.0,500279486,10/2025,25,03-04,6.69
2127570400.0,500279486,10/2025,26,03-04,6.835
2127570400.0,500279486,10/2025,27,03-04,6.797
2127570400.0,500279486,10/2025,28,03-04,6.824
2127570400.0,500279486,10/2025,29,03-04,6.742
2127570400.0,500279486,10/2025,30,03-04,6.791
2127570400.0,500279486,10/2025,31,03-04,6.772
2127570400.0,500279486,10/2025,1,04-05,7.542
2127570400.0,500279486,10/2025,2,04-05,6.833
2127570400.0,500279486,10/2025,3,04-05,5.528
2127570400.0,500279486,10/2025,4,04-05,6.512
2127570400.0,500279486,10/2025,5,04-05,6.759
2127570400.0,500279486,10/2025,6,04-05,6.372
2127570400.0,500279486,10/2025,7,04-05,6.813
2127570400.0,500279486,10/2025,8,04-05,6.804
2127570400.0,500279486,10/2025,9,04-05,6.785
2127570400.0,500279486,10/2025,10,04-05,6.792
2127570400.0,500279486,10/2025,11,04-05,6.863
2127570400.0,500279486,10/2025,12,04-05,6.932
2127570400.0,500279486,10/2025,13,04-05,6.887
2127570400.0,500279486,10/2025,14,04-05,6.761
2127570400.0,500279486,10/2025,15,04-05,6.686
2127570400.0,500279486,10/2025,16,04-05,6.741
2127570400.0,500279486,10/2025,17,04-05,5.858
2127570400.0,500279486,10/2025,18,04-05,6.85
2127570400.0,500279486,10/2025,19,04-05,6.789
2127570400.0,500279486,10/2025,20,04-05,6.779
2127570400.0,500279486,10/2025,21,04-05,6.738
2127570400.0,500279486,10/2025,22,04-05,6.826
2127570400.0,500279486,10/2025,23,04-05,6.694
2127570400.0,500279486,10/2025,24,04-05,6.795
2127570400.0,500279486,10/2025,25,04-05,6.298
2127570400.0,500279486,10/2025,26,04-05,6.774
2127570400.0,500279486,10/2025,27,04-05,6.82
2127570400.0,500279486,10/2025,28,04-05,6.841
2127570400.0,500279486,10/2025,29,04-05,6.756
2127570400.0,500279486,10/2025,30,04-05,6.791
2127570400.0,500279486,10/2025,31,04-05,6.807
2127570400.0,500279486,10/2025,1,05-06,7.49
2127570400.0,500279486,10/2025,2,05-06,6.789
2127570400.0,500279486,10/2025,3,05-06,5.475
2127570400.0,500279486,10/2025,4,05-06,6.472
2127570400.0,500279486,10/2025,5,05-06,6.772
2127570400.0,500279486,10/2025,6,05-06,6.293
2127570400.0,500279486,10/2025,7,05-06,6.786
2127570400.0,500279486,10/2025,8,05-06,6.766
2127570400.0,500279486,10/2025,9,05-06,6.753
2127570400.0,500279486,10/2025,10,05-06,6.796
2127570400.0,500279486,10/2025,11,05-06,6.844
2127570400.0,500279486,10/2025,12,05-06,6.902
2127570400.0,500279486,10/2025,13,05-06,6.815
2127570400.0,500279486,10/2025,14,05-06,6.711
2127570400.0,500279486,10/2025,15,05-06,6.643
2127570400.0,500279486,10/2025,16,05-06,6.7
2127570400.0,500279486,10/2025,17,05-06,5.827
2127570400.0,500279486,10/2025,18,05-06,6.742
2127570400.0,500279486,10/2025,19,05-06,6.765
2127570400.0,500279486,10/2025,20,05-06,6.737
2127570400.0,500279486,10/2025,21,05-06,6.695
2127570400.0,500279486,10/2025,22,05-06,6.791
2127570400.0,500279486,10/2025,23,05-06,6.655
2127570400.0,500279486,10/2025,24,05-06,6.764
2127570400.0,500279486,10/2025,25,05-06,6.671
2127570400.0,500279486,10/2025,26,05-06,6.727
2127570400.0,500279486,10/2025,27,05-06,6.76
2127570400.0,500279486,10/2025,28,05-06,6.817
2127570400.0,500279486,10/2025,29,05-06,5.75
2127570400.0,500279486,10/2025,30,05-06,6.749
2127570400.0,500279486,10/2025,31,05-06,6.756
2127570400.0,500279486,10/2025,1,06-07,4.777
2127570400.0,500279486,10/2025,2,06-07,0.565
2127570400.0,500279486,10/2025,3,06-07,3.692
2127570400.0,500279486,10/2025,4,06-07,4.475
2127570400.0,500279486,10/2025,5,06-07,4.824
2127570400.0,500279486,10/2025,6,06-07,4.697
2127570400.0,500279486,10/2025,7,06-07,5.111
2127570400.0,500279486,10/2025,8,06-07,5.216
2127570400.0,500279486,10/2025,9,06-07,5.31
2127570400.0,500279486,10/2025,10,06-07,5.461
2127570400.0,500279486,10/2025,11,06-07,5.66
2127570400.0,500279486,10/2025,12,06-07,5.791
2127570400.0,500279486,10/2025,13,06-07,5.781
2127570400.0,500279486,10/2025,14,06-07,5.815
2127570400.0,500279486,10/2025,15,06-07,5.881
2127570400.0,500279486,10/2025,16,06-07,6.023
2127570400.0,500279486,10/2025,17,06-07,5.339
2127570400.0,500279486,10/2025,18,06-07,6.301
2127570400.0,500279486,10/2025,19,06-07,6.449
2127570400.0,500279486,10/2025,20,06-07,6.601
2127570400.0,500279486,10/2025,21,06-07,6.656
2127570400.0,500279486,10/2025,22,06-07,6.75
2127570400.0,500279486,10/2025,23,06-07,6.677
2127570400.0,500279486,10/2025,24,06-07,6.701
2127570400.0,500279486,10/2025,25,06-07,6.613
2127570400.0,500279486,10/2025,26,06-07,6.731
2127570400.0,500279486,10/2025,27,06-07,6.683
2127570400.0,500279486,10/2025,28,06-07,6.783
2127570400.0,500279486,10/2025,29,06-07,5.473
2127570400.0,500279486,10/2025,30,06-07,6.702
2127570400.0,500279486,10/2025,31,06-07,6.722
2127570400.0,500279486,10/2025,1,07-08,0.0
2127570400.0,500279486,10/2025,2,07-08,0.001
2127570400.0,500279486,10/2025,3,07-08,0.0
2127570400.0,500279486,10/2025,4,07-08,0.001
2127570400.0,500279486,10/2025,5,07-08,0.001
2127570400.0,500279486,10/2025,6,07-08,0.001
2127570400.0,500279486,10/2025,7,07-08,0.0
2127570400.0,500279486,10/2025,8,07-08,0.001
2127570400.0,500279486,10/2025,9,07-08,0.0
2127570400.0,500279486,10/2025,10,07-08,0.0
2127570400.0,500279486,10/2025,11,07-08,0.001
2127570400.0,500279486,10/2025,12,07-08,0.0
2127570400.0,500279486,10/2025,13,07-08,0.001
2127570400.0,500279486,10/2025,14,07-08,0.0
2127570400.0,500279486,10/2025,15,07-08,0.0
2127570400.0,500279486,10/2025,16,07-08,0.001
2127570400.0,500279486,10/2025,17,07-08,0.001
2127570400.0,500279486,10/2025,18,07-08,0.0
2127570400.0,500279486,10/2025,19,07-08,0.001
2127570400.0,500279486,10/2025,20,07-08,0.001
2127570400.0,500279486,10/2025,21,07-08,0.014
2127570400.0,500279486,10/2025,22,07-08,0.125
2127570400.0,500279486,10/2025,23,07-08,0.231
2127570400.0,500279486,10/2025,24,07-08,0.342
2127570400.0,500279486,10/2025,25,07-08,0.448
2127570400.0,500279486,10/2025,26,07-08,0.563
