Date,OSF_ID,Year,Month,DayOfWeek,IsWeekend,DailyTotal,DayMean,NightMean,EveningMean,MorningMean,DayNightRatio,TransitionSharpness,RampUp_16to17,RampDown_06to07,PeakHour,PeakValue,MinHour,MinValue,HourlyStd,NightStd,DayNonZeroCount,AllDayZero,n_present,missing_ratio,data_quality_flag,Flag_AllDayZero,DaytimeHighCount,Flag_DaytimeNonZero,NightDrop_Z,Flag_NightDrop,EveningOnHour,MorningOffHour,Flag_ScheduleShift,FlagCount,AnomalyTypes
2025-08-05,2193681000,2025,8,1,False,69.389,0.0005,6.8726,2.8804,0.0007,13717.8144,0.002,0.001,0.001,4,7.241,7,0.0,3.4639,0.638,0,False,24,0.0,complete,False,0,False,0.6397511499828209,False,20.0,6,True,1,ScheduleShift
2025-08-06,2193681000,2025,8,2,False,69.785,0.0005,6.9151,2.8918,0.0003,13802.6447,0.0,0.001,-0.001,4,7.324,6,0.0,3.473,0.6078,0,False,24,0.0,complete,False,0,False,0.8056403404139009,False,20.0,6,True,1,ScheduleShift
2025-08-07,2193681000,2025,8,3,False,70.407,0.0005,6.948,2.9636,0.0003,13868.2635,0.0,0.001,-0.001,4,7.314,6,0.0,3.4922,0.5701,0,False,24,0.0,complete,False,0,False,0.9292584857117799,False,20.0,6,True,1,ScheduleShift
2025-08-08,2193681000,2025,8,4,False,70.517,0.0005,6.949,2.984,0.0003,13870.2595,0.0,0.001,-0.001,4,7.289,6,0.0,3.4871,0.5319,0,False,24,0.0,complete,False,0,False,0.9961571837934962,False,20.0,6,True,1,ScheduleShift
2025-08-09,2193681000,2025,8,5,True,70.855,0.0006,6.956,3.0402,0.0003,11111.8211,-0.002,-0.001,-0.001,3,7.232,6,0.0,3.4837,0.4829,0,False,24,0.0,complete,False,0,False,1.071146703307075,False,19.0,6,True,1,ScheduleShift
2025-08-10,2193681000,2025,8,6,True,71.352,0.0005,7.001,3.0678,0.0003,13974.0519,0.0,0.001,-0.001,4,7.353,6,0.0,3.4985,0.4448,0,False,24,0.0,complete,False,0,False,1.2553513469401414,False,19.0,6,True,1,ScheduleShift
2025-08-11,2193681000,2025,8,0,False,71.808,0.0005,7.0578,3.068,0.0007,14087.3253,0.002,0.001,0.001,4,7.344,7,0.0,3.5122,0.4307,0,False,24,0.0,complete,False,0,False,1.4836280561757071,False,19.0,6,True,1,ScheduleShift
2025-08-12,2193681000,2025,8,1,False,68.724,0.0005,6.8736,2.7458,0.0007,13719.8104,-0.002,-0.001,-0.001,4,7.419,6,0.0,3.3727,0.5413,0,False,24,0.0,complete,False,0,False,0.8432820052542719,False,19.0,6,True,1,ScheduleShift
2025-08-13,2193681000,2025,8,2,False,63.492,0.0006,6.2017,2.7744,0.0003,9906.9489,-0.002,-0.001,-0.001,4,6.439,6,0.0,3.0818,0.2943,0,False,24,0.0,complete,False,0,False,-1.562870176548002,False,19.0,6,True,1,ScheduleShift
2025-08-14,2193681000,2025,8,3,False,64.031,0.0005,6.2492,2.8064,0.0003,12473.5529,0.0,0.001,-0.001,4,6.488,6,0.0,3.0991,0.2613,0,False,24,0.0,complete,False,0,False,-1.331759997814363,False,19.0,6,True,1,ScheduleShift
2025-08-15,2193681000,2025,8,4,False,64.302,0.0005,6.2685,2.8298,0.0003,12511.976,0.0,0.001,-0.001,4,6.466,6,0.0,3.102,0.2417,0,False,24,0.0,complete,False,0,False,-1.2491674997448412,False,19.0,6,True,1,ScheduleShift
2025-08-16,2193681000,2025,8,5,True,64.949,0.0005,6.3104,2.892,0.0007,12595.5589,0.0,-0.001,0.001,4,6.489,7,0.0,3.1248,0.2081,0,False,24,0.0,complete,False,0,False,-1.1052927137902595,False,19.0,6,True,1,ScheduleShift
2025-08-17,2193681000,2025,8,6,True,65.36,0.0005,6.3466,2.9162,0.0007,12667.9142,0.002,0.001,0.001,4,6.526,7,0.0,3.1381,0.1954,0,False,24,0.0,complete,False,0,False,-0.985249831589795,False,19.0,6,True,1,ScheduleShift
2025-08-18,2193681000,2025,8,0,False,65.693,0.0005,6.3681,2.9484,0.0007,12710.8283,0.0,-0.001,0.001,4,6.552,7,0.0,3.1432,0.151,0,False,24,0.0,complete,False,0,False,-0.9222367909095353,False,19.0,6,True,1,ScheduleShift
2025-08-19,2193681000,2025,8,1,False,65.131,0.0005,6.2713,2.991,0.0007,12517.4651,0.0,-0.001,0.001,2,6.454,7,0.0,3.1074,0.1667,0,False,24,0.0,complete,False,0,False,-1.1683632521523022,False,19.0,6,True,1,ScheduleShift
2025-08-20,2193681000,2025,8,2,False,66.115,0.0005,6.3869,3.0028,0.0007,12748.2535,-0.002,-0.001,-0.001,4,6.523,6,0.0,3.1475,0.0929,0,False,24,0.0,complete,False,0,False,-0.8703834006602595,False,19.0,6,True,1,ScheduleShift
2025-08-21,2193681000,2025,8,3,False,66.539,0.0005,6.3944,3.0756,0.0007,12763.2236,0.001,0.0,0.001,2,6.453,7,0.0,3.1607,0.0787,0,False,24,0.0,complete,False,0,False,-0.8600639315710596,False,19.0,6,True,1,ScheduleShift
2025-08-22,2193681000,2025,8,4,False,67.11,0.0005,6.4521,3.0974,0.0007,12878.493,0.002,0.001,0.001,4,6.563,7,0.0,3.1798,0.0933,0,False,24,0.0,complete,False,0,False,-0.72570530541194,False,19.0,6,True,1,ScheduleShift
2025-08-23,2193681000,2025,8,5,True,69.054,0.2645,6.4064,3.1224,0.025,24.2206,0.073,-0.001,0.074,4,6.505,7,0.0,3.0994,0.0751,2,False,24,0.0,complete,False,2,True,-0.8422290352158345,False,19.0,6,True,2,"DaytimeNonZero, ScheduleShift"
2025-08-24,2193681000,2025,8,6,True,67.731,0.0005,6.4571,3.1776,0.0607,12888.4731,0.181,-0.001,0.182,5,6.581,7,0.0,3.1796,0.0887,0,False,24,0.0,complete,False,0,False,-0.7338593540376263,False,19.0,6,True,1,ScheduleShift
2025-08-25,2193681000,2025,8,0,False,67.853,0.0005,6.4236,3.2342,0.0963,12821.6068,0.288,0.0,0.288,5,6.541,7,0.0,3.1715,0.1572,0,False,24,0.0,complete,False,0,False,-0.8186975111880267,False,19.0,6,True,1,ScheduleShift
2025-08-26,2193681000,2025,8,1,False,69.073,0.0005,6.5227,3.2986,0.1313,13019.4611,0.393,0.0,0.393,5,6.6,7,0.0,3.212,0.061,0,False,24,0.0,complete,False,0,False,-0.6130553857662114,False,19.0,6,True,1,ScheduleShift
2025-08-27,2193681000,2025,8,2,False,73.322,0.0005,6.7394,3.7358,0.2413,13451.8463,0.502,0.001,0.501,23,7.303,10,0.0,3.3772,0.3018,0,False,24,0.0,complete,False,0,False,-0.16530948113353536,False,19.0,6,True,1,ScheduleShift
2025-08-28,2193681000,2025,8,3,False,78.453,0.0005,7.3585,3.7784,0.2297,14687.6248,0.688,0.0,0.688,3,7.441,7,0.0,3.6171,0.0811,0,False,24,0.0,complete,False,0,False,1.0776790210889107,False,19.0,6,True,1,ScheduleShift
2025-08-29,2193681000,2025,8,4,False,77.841,0.0004,7.253,3.8014,0.269,19289.8936,0.807,0.001,0.806,4,7.436,7,0.0,3.5791,0.3317,0,False,24,0.0,complete,False,0,False,0.7890399568756116,False,19.0,6,True,1,ScheduleShift
2025-08-30,2193681000,2025,8,5,True,73.115,0.0004,6.6225,3.8302,0.327,17613.0319,0.981,0.001,0.98,22,7.287,7,0.0,3.344,0.492,0,False,24,0.0,complete,False,0,False,-0.612686791365283,False,19.0,6,True,1,ScheduleShift
2025-08-31,2193681000,2025,8,6,True,78.843,0.0005,7.3021,3.8606,0.373,14575.0998,1.117,-0.001,1.118,4,7.43,7,0.0,3.5877,0.09,0,False,24,0.0,complete,False,0,False,0.7541476498507494,False,19.0,7,True,1,ScheduleShift
2025-09-01,2193681000,2025,9,0,False,79.118,0.0005,7.3019,3.8874,0.4207,14574.6008,1.261,0.001,1.26,2,7.453,8,0.0,3.5882,0.0849,0,False,24,0.0,complete,False,0,False,0.6813947446894661,False,19.0,7,True,1,ScheduleShift
2025-09-02,2193681000,2025,9,1,False,80.552,0.0005,7.4177,3.9578,0.4723,14805.8882,1.416,0.001,1.415,4,7.55,8,0.0,3.64,0.1098,0,False,24,0.0,complete,False,0,False,0.8735552648984017,False,19.0,7,True,1,ScheduleShift
2025-09-03,2193681000,2025,9,2,False,78.936,0.0005,7.207,3.9898,0.4423,14385.2295,1.326,0.001,1.325,1,7.333,8,0.0,3.5627,0.0807,0,False,24,0.0,complete,False,0,False,0.33147957210304996,False,19.0,7,True,1,ScheduleShift
2025-09-04,2193681000,2025,9,3,False,78.657,0.0005,7.1582,3.9676,0.5163,14287.9242,1.548,0.001,1.547,1,7.371,8,0.0,3.5344,0.1435,0,False,24,0.0,complete,False,0,False,0.13467306894767117,False,19.0,7,True,1,ScheduleShift
2025-09-05,2193681000,2025,9,4,False,80.859,0.0004,7.3365,4.0826,0.5837,19511.9681,1.751,0.001,1.75,4,7.398,7,0.0,3.6185,0.0539,0,False,24,0.0,complete,False,0,False,0.4943981513655631,False,19.0,7,True,1,ScheduleShift
2025-09-06,2193681000,2025,9,5,True,81.515,0.0005,7.3707,4.1318,0.6287,14712.0758,1.884,-0.001,1.885,4,7.451,7,0.0,3.6371,0.0456,0,False,24,0.0,complete,False,0,False,0.5166959243745596,False,19.0,7,True,1,ScheduleShift
2025-09-07,2193681000,2025,9,6,True,81.7,0.0004,7.3785,4.158,0.6263,19623.6702,1.879,0.001,1.878,1,7.419,7,0.0,3.6449,0.0322,0,False,24,0.0,complete,False,0,False,0.4796959009284103,False,19.0,7,True,1,ScheduleShift
2025-09-08,2193681000,2025,9,0,False,82.314,0.0005,7.405,4.2138,0.667,14780.4391,1.999,-0.001,2.0,4,7.477,7,0.0,3.6632,0.0614,0,False,24,0.0,complete,False,0,False,0.49546201973850845,False,19.0,7,True,1,ScheduleShift
2025-09-09,2193681000,2025,9,1,False,82.451,0.0005,7.3857,4.2474,0.708,14742.016,2.123,0.001,2.122,4,7.469,8,0.0,3.66,0.0701,0,False,24,0.0,complete,False,0,False,0.3754905927028001,False,19.0,7,True,1,ScheduleShift
2025-09-10,2193681000,2025,9,2,False,82.213,0.0005,7.361,4.2336,0.7177,14692.6148,2.151,-0.001,2.152,4,7.453,7,0.0,3.6472,0.1057,0,False,24,0.0,complete,False,0,False,0.2081111059427465,False,19.0,7,True,1,ScheduleShift
2025-09-11,2193681000,2025,9,3,False,83.157,0.0005,7.4041,4.308,0.7933,14778.6926,2.378,0.0,2.378,4,7.542,8,0.0,3.6697,0.0966,0,False,24,0.0,complete,False,0,False,0.3284530393025744,False,19.0,7,True,1,ScheduleShift
2025-09-12,2193681000,2025,9,4,False,83.364,0.0005,7.3735,4.3868,0.8127,14717.5649,2.436,-0.001,2.437,3,7.44,7,0.0,3.6573,0.0493,0,False,24,0.0,complete,False,0,False,0.07176081390128362,False,19.0,7,True,1,ScheduleShift
2025-09-13,2193681000,2025,9,5,True,83.989,0.0005,7.4149,4.4106,0.871,14800.1497,2.61,-0.001,2.611,3,7.54,8,0.0,3.6667,0.0935,0,False,24,0.0,complete,False,0,False,0.30962010289574676,False,19.0,7,True,1,ScheduleShift
2025-09-14,2193681000,2025,9,6,True,84.017,0.0005,7.3882,4.4272,0.9237,14747.006,2.768,-0.001,2.769,2,7.443,8,0.0,3.6397,0.0762,0,False,24,0.0,complete,False,0,False,0.10402353239887997,False,19.0,7,True,1,ScheduleShift
2025-09-15,2193681000,2025,9,0,False,85.164,0.0005,7.4657,4.5142,0.9543,14901.6966,2.86,-0.001,2.861,2,7.565,8,0.0,3.6681,0.0901,0,False,24,0.0,complete,False,0,False,0.901416515547582,False,19.0,7,True,1,ScheduleShift
2025-09-16,2193681000,2025,9,1,False,84.964,0.0005,7.4303,4.5082,0.9923,14830.8383,2.974,-0.001,2.975,4,7.508,8,0.0,3.643,0.0724,0,False,24,0.0,complete,False,0,False,0.4114110165661441,False,18.0,7,False,0,
2025-09-17,2193681000,2025,9,2,False,86.096,0.0005,7.4619,4.6556,1.0397,14893.9621,3.116,-0.001,3.117,4,7.566,8,0.0,3.6673,0.0887,0,False,24,0.0,complete,False,0,False,0.7984883305604756,False,18.0,7,False,0,
2025-09-18,2193681000,2025,9,3,False,86.585,0.0004,7.4769,4.711,1.0707,19885.3059,3.212,0.001,3.211,3,7.545,7,0.0,3.6672,0.0404,0,False,24,0.0,complete,False,0,False,0.6832959553263495,False,18.0,7,False,0,
2025-09-19,2193681000,2025,9,4,False,87.615,0.0879,7.4783,4.7458,1.119,85.1,3.357,0.001,3.356,4,7.566,7,0.0,3.6318,0.0628,1,False,24,0.0,complete,False,1,False,0.49255607285964526,False,18.0,7,False,0,
2025-09-20,2193681000,2025,9,5,True,87.021,0.0005,7.4785,4.737,1.168,14927.1457,3.502,0.0,3.502,4,7.578,8,0.0,3.65,0.0851,0,False,24,0.0,complete,False,0,False,0.5065131060894608,False,18.0,7,False,0,
2025-09-21,2193681000,2025,9,6,True,87.028,0.0005,7.435,4.789,1.1997,14840.3194,3.6,0.001,3.599,4,7.507,7,0.0,3.6308,0.0425,0,False,24,0.0,complete,False,0,False,0.4224102206337935,False,18.0,7,False,0,
2025-09-22,2193681000,2025,9,0,False,87.88,0.0005,7.4844,4.8558,1.2407,14938.8723,3.719,-0.001,3.72,4,7.572,8,0.0,3.6466,0.085,0,False,24,0.0,complete,False,0,False,0.591944775082706,False,18.0,7,False,0,
2025-09-23,2193681000,2025,9,1,False,87.672,0.0005,7.4379,4.8762,1.2613,14846.0579,3.782,-0.001,3.783,1,7.534,7,0.0,3.627,0.0445,0,False,24,0.0,complete,False,0,False,0.5163005514081586,False,18.0,7,False,0,
2025-09-24,2193681000,2025,9,2,False,87.87,0.0005,7.4452,4.8754,1.309,14860.7784,3.925,-0.001,3.926,3,7.508,7,0.0,3.618,0.0623,0,False,24,0.0,complete,False,0,False,0.578030686269695,False,18.0,7,False,0,
2025-09-25,2193681000,2025,9,3,False,87.867,0.0005,7.4161,4.9008,1.3433,14802.6447,4.031,0.001,4.03,1,7.502,7,0.0,3.6011,0.0853,0,False,24,0.0,complete,False,0,False,0.5523360294983918,False,18.0,7,False,0,
2025-09-26,2193681000,2025,9,4,False,88.219,0.0004,7.4102,4.9584,1.3807,19708.1117,4.142,0.001,4.141,1,7.485,7,0.0,3.6051,0.0576,0,False,24,0.0,complete,False,0,False,0.5798022588410925,False,18.0,7,False,0,
2025-09-27,2193681000,2025,9,5,True,89.057,0.0005,7.4479,5.0222,1.453,14866.018,4.358,0.001,4.357,4,7.569,8,0.0,3.6224,0.1049,0,False,24,0.0,complete,False,0,False,0.710066137176435,False,18.0,7,False,0,
2025-09-28,2193681000,2025,9,6,True,89.338,0.0005,7.4491,5.0454,1.5047,14868.513,4.512,-0.001,4.513,3,7.548,7,0.0,3.6172,0.0761,0,False,24,0.0,complete,False,0,False,0.7527031621331958,False,18.0,7,False,0,
2025-09-29,2193681000,2025,9,0,False,87.382,0.0005,7.2251,5.116,1.3323,14421.4072,3.995,-0.001,3.996,1,7.59,7,0.0,3.5481,0.3955,0,False,24,0.0,complete,False,0,False,0.2893014017423457,False,18.0,7,False,0,
2025-09-30,2193681000,2025,9,1,False,90.305,0.0005,7.4597,5.1894,1.5587,14889.7206,4.675,0.001,4.674,4,7.538,8,0.0,3.6371,0.0528,0,False,24,0.0,complete,False,0,False,0.872148949531913,False,18.0,7,False,0,
2025-10-01,2193681000,2025,10,2,False,86.427,0.0005,7.2702,4.6966,1.5927,14511.477,4.776,-0.001,4.777,4,7.542,7,0.0,3.4845,0.3575,0,False,24,0.0,complete,False,0,False,0.5043834454111489,False,18.0,7,False,0,
2025-10-02,2193681000,2025,10,3,False,76.523,0.0005,6.6784,4.5052,0.1887,13330.0898,0.563,-0.001,0.564,3,6.835,8,0.0,3.2623,0.1729,0,False,24,0.0,complete,False,0,False,-0.7515729137871834,False,18.0,6,False,0,
2025-10-03,2193681000,2025,10,4,False,73.887,0.0005,5.9366,4.5394,1.231,11849.5509,3.691,-0.001,3.692,1,6.537,7,0.0,2.9719,0.5135,0,False,24,0.0,complete,False,0,False,-2.1651523478116825,True,18.0,7,False,1,NightDrop
2025-10-04,2193681000,2025,10,5,True,79.069,0.0004,6.4574,4.5862,1.492,17173.8697,4.473,-0.001,4.474,1,6.513,8,0.0,3.1501,0.0488,0,False,24,0.0,complete,False,0,False,-1.0338220971539813,False,18.0,7,False,0,
2025-10-05,2193681000,2025,10,6,True,80.258,0.0005,6.5871,4.5464,1.6083,13147.9541,4.822,-0.001,4.823,2,6.804,8,0.0,3.1897,0.2362,0,False,24,0.0,complete,False,0,False,-0.7162781068136016,False,18.0,7,False,0,
2025-10-06,2193681000,2025,10,0,False,80.072,0.0005,6.3905,4.8492,1.566,12755.489,4.695,-0.001,4.696,23,6.655,8,0.0,3.1729,0.1525,0,False,24,0.0,complete,False,0,False,-1.1180820541073402,False,18.0,7,False,0,
2025-10-07,2193681000,2025,10,1,False,83.553,0.0004,6.7419,4.9006,1.704,17930.5186,5.112,0.001,5.111,1,6.816,7,0.0,3.304,0.0701,0,False,24,0.0,complete,False,0,False,-0.2847867667754952,False,18.0,7,False,0,
2025-10-08,2193681000,2025,10,2,False,83.423,0.0005,6.7025,4.9164,1.739,13378.2435,5.214,-0.001,5.215,4,6.804,8,0.0,3.294,0.0934,0,False,24,0.0,complete,False,0,False,-0.33002828248273486,False,18.0,7,False,0,
2025-10-09,2193681000,2025,10,3,False,83.535,0.0005,6.6932,4.935,1.77,13359.7804,5.311,0.001,5.31,4,6.785,7,0.0,3.2939,0.0704,0,False,24,0.0,complete,False,0,False,-0.30304829892398705,False,18.0,7,False,0,
2025-10-10,2193681000,2025,10,4,False,84.284,0.0005,6.7118,5.0248,1.8207,13396.7066,5.46,-0.001,5.461,5,6.796,7,0.0,3.3161,0.0692,0,False,24,0.0,complete,False,0,False,-0.20446092001536795,False,18.0,7,False,0,
2025-10-11,2193681000,2025,10,5,True,85.034,0.0005,6.7779,5.0292,1.887,13528.6926,5.658,-0.001,5.659,4,6.863,8,0.0,3.3443,0.0773,0,False,24,0.0,complete,False,0,False,0.03865285726940796,False,18.0,7,False,0,
2025-10-12,2193681000,2025,10,6,True,86.022,0.0005,6.8186,5.1354,1.9307,13610.0299,5.79,-0.001,5.791,4,6.932,7,0.0,3.3787,0.0816,0,False,24,0.0,complete,False,0,False,0.2214471560786125,False,18.0,7,False,0,
2025-10-13,2193681000,2025,10,0,False,85.504,0.0005,6.7877,5.0832,1.9273,13548.4032,5.779,-0.001,5.78,2,6.907,8,0.0,3.3578,0.1066,0,False,24,0.0,complete,False,0,False,0.22042864195602455,False,18.0,7,False,0,
2025-10-14,2193681000,2025,10,1,False,84.513,0.0004,6.6626,5.0786,1.9387,17719.7473,5.816,0.001,5.815,4,6.761,7,0.0,3.3147,0.0776,0,False,24,0.0,complete,False,0,False,-0.10127413958372626,False,18.0,7,False,0,
2025-10-15,2193681000,2025,10,2,False,84.868,0.0004,6.665,5.1326,1.9607,17726.0638,5.882,0.001,5.881,2,6.743,7,0.0,3.3271,0.0534,0,False,24,0.0,complete,False,0,False,-0.018991704580610475,False,18.0,7,False,0,
2025-10-16,2193681000,2025,10,3,False,82.221,0.0005,6.4681,4.8896,2.008,12910.4291,6.022,0.0,6.022,1,6.762,8,0.0,3.2347,0.4384,0,False,24,0.0,complete,False,0,False,-0.7593965035372707,False,18.0,7,False,0,
2025-10-17,2193681000,2025,10,4,False,79.371,0.0005,6.0094,5.1904,1.78,11994.7605,5.397,0.059,5.338,23,6.598,8,0.0,3.1164,0.3276,0,False,24,0.0,complete,False,0,False,-3.044648644878094,True,18.0,7,False,1,NightDrop
2025-10-18,2193681000,2025,10,5,True,85.997,0.0005,6.71,5.2022,2.1007,13393.2136,6.54,0.239,6.301,4,6.85,7,0.0,3.3487,0.0892,0,False,24,0.0,complete,False,0,False,0.4008826383815809,False,18.0,7,False,0,
2025-10-19,2193681000,2025,10,6,True,86.292,0.0005,6.7081,5.2346,2.15,13389.4711,6.79,0.342,6.448,4,6.789,8,0.0,3.3511,0.0586,0,False,24,0.0,complete,False,0,False,0.34057576893526154,False,18.0,7,False,0,
2025-10-20,2193681000,2025,10,0,False,87.124,0.0005,6.7251,5.3434,2.2007,13423.4032,7.163,0.563,6.6,1,6.814,8,0.0,3.3654,0.086,0,False,24,0.0,complete,False,0,False,0.4193533658879382,False,18.0,7,False,0,
2025-10-21,2193681000,2025,10,1,False,87.204,0.0005,6.7059,5.3764,2.2237,13384.98,7.324,0.682,6.642,3,6.792,9,0.0,3.3577,0.0702,0,False,24,0.0,complete,False,0,False,0.2905046532917553,False,18.0,7,False,0,
2025-10-22,2193681000,2025,10,2,False,87.957,0.0004,6.741,5.4302,2.2917,17928.1915,7.52,0.895,6.625,4,6.826,8,0.0,3.3619,0.0693,0,False,24,0.0,complete,False,0,False,0.4911875064654255,False,18.0,7,False,0,
2025-10-23,2193681000,2025,10,3,False,87.41,0.0004,6.6855,5.4028,2.303,17780.5851,7.452,1.006,6.446,2,6.802,9,0.0,3.3232,0.0682,0,False,24,0.0,complete,False,0,False,0.10841163259815058,False,17.0,7,False,0,
2025-10-24,2193681000,2025,10,4,False,87.757,0.0005,6.6958,5.4288,2.3477,13364.7705,7.57,1.211,6.359,4,6.795,8,0.0,3.3129,0.081,0,False,24,0.0,complete,False,0,False,0.17818075898360336,False,17.0,7,False,0,
2025-10-25,2193681000,2025,10,5,True,86.647,0.0005,6.5834,5.383,2.3537,13140.4691,7.48,1.315,6.165,2,6.725,8,0.0,3.254,0.1272,0,False,24,0.0,complete,False,0,False,-0.6055243042949978,False,17.0,7,False,0,
2025-10-26,2193681000,2025,10,6,True,88.583,0.0005,6.7285,5.4914,2.4313,13430.1397,7.587,1.419,6.168,2,6.842,8,0.0,3.3128,0.0849,0,False,24,0.0,complete,False,0,False,0.41617290133355644,False,17.0,7,False,0,
2025-10-27,2193681000,2025,10,0,False,88.782,0.0004,6.706,5.534,2.487,17835.1064,7.57,1.664,5.906,4,6.82,9,0.0,3.2871,0.0808,0,False,24,0.0,complete,False,0,False,0.2776924300413216,False,17.0,7,False,0,
2025-10-28,2193681000,2025,10,1,False,89.5,0.0004,6.7386,5.5816,2.56,17921.875,7.656,1.77,5.886,4,6.841,8,0.0,3.2991,0.0877,0,False,24,0.0,complete,False,0,False,0.525590216180523,False,17.0,7,False,0,
2025-10-29,2193681000,2025,10,2,False,86.451,0.0004,6.5614,5.5332,2.097,17450.4654,6.509,1.853,4.656,4,6.756,9,0.0,3.1927,0.3126,0,False,24,0.0,complete,False,0,False,-0.7246971218762078,False,17.0,7,False,0,
2025-10-30,2193681000,2025,10,3,False,89.629,0.0005,6.7289,5.5978,2.6017,13430.8882,7.683,2.084,5.599,2,6.837,8,0.0,3.269,0.079,0,False,24,0.0,complete,False,0,False,0.4993030080158175,False,17.0,8,False,0,
2025-10-31,2193681000,2025,10,4,False,89.817,0.0004,6.72,5.6236,2.6453,17872.3404,7.676,2.167,5.509,4,6.807,9,0.0,3.2632,0.0701,0,False,24,0.0,complete,False,0,False,0.4623280141164594,False,17.0,8,False,0,
2025-11-01,2193681000,2025,11,5,True,89.988,0.0004,6.7061,5.6482,2.6983,17835.4388,7.759,2.319,5.44,4,6.792,9,0.0,3.2527,0.0626,0,False,24,0.0,complete,False,0,False,0.35861133030619213,False,17.0,8,False,0,
2025-11-02,2193681000,2025,11,6,True,90.349,0.0005,6.7272,5.6276,2.7963,13427.6447,7.853,2.416,5.437,6,6.913,8,0.0,3.2521,0.1239,0,False,24,0.0,complete,False,0,False,0.7616139197336762,False,17.0,8,False,0,
2025-11-03,2193681000,2025,11,0,False,92.041,0.2939,6.6545,5.6358,2.7583,22.6439,5.186,0.187,4.999,4,6.77,8,0.0,3.1238,0.1006,1,False,24,0.0,complete,False,1,False,-0.3396818351664558,False,16.0,8,False,0,
2025-11-04,2193681000,2025,11,1,False,89.57,0.0004,6.5999,5.6734,2.8003,17552.859,7.51,2.641,4.869,2,6.665,8,0.0,3.1882,0.052,0,False,24,0.0,complete,False,0,False,-1.0997084642357955,False,17.0,8,False,0,
2025-11-05,2193681000,2025,11,2,False,90.401,0.0004,6.6616,5.7192,2.8363,17717.0878,7.509,2.733,4.776,3,6.746,9,0.0,3.209,0.0727,0,False,24,0.0,complete,False,0,False,-0.2853928398867617,False,17.0,8,False,0,
2025-11-06,2193681000,2025,11,3,False,91.219,0.0004,6.7175,5.7598,2.8923,17865.6915,7.66,2.95,4.71,4,6.784,9,0.0,3.2221,0.0515,0,False,24,0.0,complete,False,0,False,0.0483251853247046,False,17.0,8,False,0,
2025-11-07,2193681000,2025,11,4,False,91.445,0.0005,6.7129,5.7844,2.9387,13398.9521,7.713,3.067,4.646,4,6.808,8,0.0,3.219,0.0939,0,False,24,0.0,complete,False,0,False,-0.09849005367757073,False,17.0,8,False,0,
2025-11-08,2193681000,2025,11,5,True,91.308,0.0005,6.6707,5.7852,3.004,13314.8703,7.536,3.154,4.382,3,6.77,8,0.0,3.1955,0.068,0,False,24,0.0,complete,False,0,False,-0.3703565388242947,False,17.0,8,False,0,
2025-11-09,2193681000,2025,11,6,True,91.799,0.0005,6.6999,5.791,3.0803,13373.004,7.634,3.275,4.359,6,6.8,8,0.0,3.202,0.0781,0,False,24,0.0,complete,False,0,False,-0.30563151138563216,False,17.0,8,False,0,
2025-11-10,2193681000,2025,11,0,False,92.479,0.0004,6.7051,5.9186,3.0807,17832.7793,7.637,3.432,4.205,4,6.776,9,0.0,3.2153,0.0559,0,False,24,0.0,complete,False,0,False,-0.3603981991172628,False,17.0,8,False,0,
2025-11-11,2193681000,2025,11,1,False,92.934,0.0005,6.7713,5.8582,3.1563,13515.4691,7.626,3.485,4.141,4,6.881,8,0.0,3.224,0.1054,0,False,24,0.0,complete,False,0,False,-0.17460003828200177,False,17.0,8,False,0,
2025-11-12,2193681000,2025,11,2,False,92.269,0.0004,6.6639,5.9086,3.1373,17723.0718,7.573,3.63,3.943,4,6.717,9,0.0,3.1874,0.0553,0,False,24,0.0,complete,False,0,False,-0.5965327794685351,False,17.0,8,False,0,
2025-11-13,2193681000,2025,11,3,False,93.714,0.2857,6.6329,5.7428,3.217,23.2121,7.361,3.636,3.725,4,6.751,8,0.0,3.0436,0.1483,2,False,24,0.0,complete,False,2,True,-0.7394275157210027,False,17.0,8,False,1,DaytimeNonZero
2025-11-14,2193681000,2025,11,4,False,90.541,0.0005,6.5166,5.7742,3.1777,13007.2355,7.132,3.585,3.547,4,6.614,8,0.0,3.1113,0.0726,0,False,24,0.0,complete,False,0,False,-1.1822952550355241,False,17.0,8,False,0,
2025-11-15,2193681000,2025,11,5,True,90.148,0.0004,6.5031,5.692,3.22,17295.5452,7.144,3.683,3.461,3,6.622,9,0.0,3.0892,0.1083,0,False,24,0.0,complete,False,0,False,-1.256857798785424,False,17.0,8,False,0,
2025-11-16,2193681000,2025,11,6,True,92.523,0.0004,6.5859,5.9504,3.3603,17515.625,7.324,3.92,3.404,6,6.742,9,0.0,3.157,0.132,0,False,24,0.0,complete,False,0,False,-1.033527479887393,False,17.0,8,False,0,
2025-11-17,2193681000,2025,11,0,False,94.528,0.0004,6.8102,5.9818,3.378,18112.367,7.263,3.97,3.293,4,6.913,9,0.0,3.2274,0.1041,0,False,24,0.0,complete,False,0,False,-0.3929318893927546,False,17.0,8,False,0,
2025-11-18,2193681000,2025,11,1,False,94.028,0.0004,6.7099,6.0392,3.3833,17845.4122,7.35,4.169,3.181,4,6.745,9,0.0,3.1972,0.031,0,False,24,0.0,complete,False,0,False,-0.7487328553050308,False,17.0,8,False,0,
