Date,OSF_ID,Priority,CombinedScore,AnomalyTypes,RuleScore,ForecastScore,GAFScore,CPScore,Anomaly_Hours,CP_Proximity_Days,missing_ratio,data_quality_flag
2025-06-05,2193681000,LOW,0.12117330870831836,ScheduleShift,0.3333333333333333,0.013085958868911646,0.07474335236466115,0.011494252873563218,0,28,0.0,complete
2025-05-22,2193681000,LOW,0.12116824477361653,ScheduleShift,0.3333333333333333,0.003663538016252187,0.05590147239925992,0.044444444444444446,0,14,0.0,complete
2025-06-01,2193681000,LOW,0.1211068895060002,ScheduleShift,0.3333333333333333,0.014342502677200851,0.06687783637134259,0.017142857142857144,0,24,0.0,complete
2025-03-30,2193681000,LOW,0.12101386341428076,ScheduleShift,0.3333333333333333,0.056661339893442436,0.00450954166347457,0.015567765567765571,3,25,0.0,complete
2025-06-02,2193681000,LOW,0.12090210864458913,ScheduleShift,0.3333333333333333,0.013599848816892727,0.06854300442984101,0.015567765567765571,0,25,0.0,complete
2025-06-20,2193681000,LOW,0.12090129685323209,ScheduleShift,0.3333333333333333,0.007502793240523707,0.09268540098133865,0.0005668934240362802,1,41,0.0,complete
2025-02-04,2193681000,LOW,0.12085313356018496,ScheduleShift,0.3333333333333333,0.019117534919650816,0.03541079399287717,0.04017857142857143,1,15,0.0,complete
2025-06-04,2193681000,LOW,0.12080244447046168,ScheduleShift,0.3333333333333333,0.012664900653469084,0.07225976933128843,0.012755102040816325,0,27,0.0,complete
2025-09-07,2193681000,LOW,0.12073402111650283,ScheduleShift,0.3333333333333333,0.011971978078449444,0.016448069200770757,0.06926406926406926,0,10,0.0,complete
2025-06-03,2193681000,LOW,0.12072385199702942,ScheduleShift,0.3333333333333333,0.013162213506354003,0.06976659228293529,0.014109347442680775,0,26,0.0,complete
2025-02-02,2193681000,LOW,0.12065688354598043,ScheduleShift,0.3333333333333333,0.010446885329602376,0.03829436184434219,0.04931972789115646,0,13,0.0,complete
2025-06-07,2193681000,LOW,0.12050960438351085,ScheduleShift,0.3333333333333333,0.012790886576199935,0.07414510219150329,0.009216589861751152,0,30,0.0,complete
2025-06-10,2193681000,LOW,0.12041419637341416,ScheduleShift,0.3333333333333333,0.011968662659430217,0.07781546686952215,0.0063025210084033615,0,33,0.0,complete
2025-06-25,2193681000,LOW,0.12016745499750955,ScheduleShift,0.3333333333333333,0.004439346066752642,0.090317252026415,0.003861003861003863,0,36,0.0,complete
2025-05-23,2193681000,LOW,0.12001104122290523,ScheduleShift,0.3333333333333333,0.00249319510246303,0.056136842032260305,0.04017857142857143,0,15,0.0,complete
